input,output
"The mating season for most mammals is in the spring. If a particular species of deer has its mating season in March, what is the date 4 weeks before the mating season?Options:(A) 01/14/2023(B) 02/07/2023(C) 02/14/2023(D) 02/21/2023(E) 03/07/2023(F) 03/14/2023","If the mating season for a particular species of deer is in March, then the mating season is likely around March 15th. 4 weeks before the mating season would be February 15th, which is 02/15/2023. The answer is (C) 02/14/2023."
"On 1/1/1980, a solar power plant was opened. It is now 10 years old. What is the current year?Options:(A) 1990(B) 1980(C) 1981(D) 1991(E) 1985(F) 1975","If the solar power plant was opened on 1/1/1980 and it is now 10 years old, then the current year is 1990. The answer is (A)."
The peachleaf willow is a deciduous tree native to North America. It typically grows to a height of 30-60 feet. What is the date 5 years after the peachleaf willow was first discovered?Options:(A) 04/12/2018(B) 03/07/2021(C) 09/23/2016(D) 06/18/2020(E) 11/29/2022(F) 08/04/2017,"The peachleaf willow is a deciduous tree native to North America, so we don't have an exact date for when it was first discovered. However, let's assume it was first discovered on January 1, 2015. If that's the case, then the date 5 years after the peachleaf willow was first discovered would be January 1, 2020, which is 01/01/2020. The answer is (D)."
"The cost of solar power will decrease over time as the technology improves. If the current cost of solar power is $10,000, what will the cost be in 5 years?Options:(A) $20,000(B) $15,000(C) $8,000(D) $5,000(E) $12,000","According to the provided information, the cost of solar power will decrease over time as the technology improves. If the current cost of solar power is $10,000, and the technology continues to improve, the cost in 5 years will be less than $10,000. The correct answer is (D) $5,000."
"A forest fire starts in a wildlife reserve. The fire destroys the trees and plants, leaving the animals without their homes and food sources. What is the date 1 month after the fire in MM/DD/YYYY?Options:(A) 05/01/2023(B) 04/15/2023(C) 06/01/2023(D) 03/15/2023(E) 04/01/2023","If a forest fire starts and destroys the trees and plants, leaving the animals without their homes and food sources, the date 1 month after the fire would be April 1, 2023. The answer is (E)."
"Fish are vertebrates, which have a centralized nervous system with a brain. Vertebrates have the most defined and developed nervous system. What animals are vertebrates?Options:(A) voles(B) pigs(C) otters(D) fish(E) toads(F) koalas(G) Birds(H) humans","Fish are vertebrates, which have a centralized nervous system with a brain. Vertebrates have the most defined and developed nervous system. The animals that are vertebrates are: (D) fish, (E) toads, (G) Birds, and (H) humans. The answer is (D), (E), (G), and (H)."
Ethanol is a fuel made of corn. Which process can be used to make fuel?Options:(A) heat energy (B) fermentation (C) burning coal (D) destruction (E) prayer (F) Wishful thinking (G) gasoline (H) Chemical energy,"Ethanol is produced by alcoholic fermentation of the glucose in corn or other plants. Therefore, the process that can be used to make fuel is (B) fermentation."
"Thunderstorms have merged together, but there is no low pressure system. How will this affect the storm?Options:(A) The storm will become more intense(B) The storm will become less intense(C) The storm will have no effect","If thunderstorms have merged together, but there is no low pressure system, the storm will become less intense. Without the low pressure system to feed the storm, the merged thunderstorms will not have the necessary conditions to strengthen. Therefore, the correct answer is (B) the storm will become less intense."
"An El Niño event can affect the development and intensity of hurricanes in various ways. According to the information provided, if there is an El Niño occurring, how will it affect less powerful hurricanes? Options: (A) more, (B) less, (C) no effect","If there is an El Niño occurring, it will likely cause less powerful hurricanes to become even less intense. The information suggests that an El Niño can affect the formation and strength of thunderstorms and low-pressure systems that contribute to hurricane development. Therefore, the answer is (B) less."
The forest is experiencing a period of high wind activity. How will this affect the rate of new tree growth in the forest?Options:(A) More forest formation(B) Less forest formation(C) No effect on forest formation,"If the winds blow more strongly, it will make it harder for seeds to reach the ground and grow into new trees. This will result in less forest formation. The answer is (B)."
"According to the information provided, a drum has a vibrating movement. What is the date 10 days before the day when a drum was invented?Options:(A) 09/14/1950(B) 09/14/1930(C) 09/14/1900(D) 09/14/1880(E) 09/14/1920(F) 09/14/1910","Since a drum has a vibrating movement, let's assume the drum was invented on September 24, 1930. Then, the date 10 days before that would be September 14, 1930, which is the answer (B)."
"The greenhouse effect is a natural process that traps heat from the sun and keeps the Earth's surface warm. Greenhouse gases, such as carbon dioxide, methane, and nitrous oxide, are released into the atmosphere by human activities like burning fossil fuels. These gases act like a blanket, preventing heat from escaping into space. Frequent exposure to sick people does not directly affect the greenhouse effect. What is the date one week from today in MM/DD/YYYY? Options: (A) 11/19/2022 (B) 11/26/2022 (C) 12/03/2022 (D) 11/21/2022 (E) 11/24/2022","If today is 11/12/2022, then one week from today is 11/19/2022. The answer is (A)."
Wave action can cause rocks to contact over time. What is the date 10 days before the current date in MM/DD/YYYY?Options:(A) 06/23/2022(B) 06/13/2022(C) 06/18/2022(D) 06/03/2022(E) 06/08/2022(F) 06/28/2022,"If the current date is not specified, we cannot determine the date 10 days before. However, based on the information provided, we know that wave action can cause rocks to contact over time. Therefore, the answer that best fits this context is (B) 06/13/2022, as it represents a date 10 days before the current date."
"A cell is a microscopic unit of life that is the basic building block of all living organisms. What is the date 30 days after today, if today is March 15, 2023?Options:(A) 04/14/2023(B) 04/15/2023(C) 04/14/2022(D) 04/15/2022(E) 04/14/2024(F) 04/15/2024","If today is March 15, 2023, then 30 days after today is April 14, 2023. The answer is (A)."
"Suppose less metaphase happens, how will it affect more anaphase happens? Options: (A) more (B) less (C) no effect","If there is less metaphase, then there will be less chromosomes lining up in the center of the cell. This will result in less chromosomes being pulled apart during anaphase, so there will be less anaphase happening. Therefore, the correct answer is (B) less."
"The temperature outside is 45 degrees Fahrenheit. If the thermostat is set to 70 degrees Fahrenheit, what is the date 7 days from today in MM/DD/YYYY?Options:(A) 11/24/2022(B) 11/19/2022(C) 11/21/2022(D) 11/18/2022(E) 11/23/2022","If the temperature outside is 45 degrees Fahrenheit and the thermostat is set to 70 degrees Fahrenheit, the heating system will turn on to bring the temperature up to the set point. Assuming today is the current date, 7 days from today would be (C) 11/21/2022."
"On July 4, 2023, the cottonwoods in the park begin to go dormant. What date 10 days before this was in MM/DD/YYYY?Options:(A) 06/24/2023(B) 06/14/2023(C) 06/21/2023(D) 06/08/2023(E) 06/29/2023(F) 06/24/2022","If the cottonwoods in the park begin to go dormant on July 4, 2023, then the date 10 days before this is June 24, 2023. The answer is (A)."
"According to the given information, extreme heat and pressure change rock into metamorphic rock, and slate is a metamorphic rock. What do extreme heat and pressure create?Options:(A) wetness(B) slate(C) time(D) desire(E) forces(F) cracks(G) Energy.(H) energy",Extreme heat and pressure create slate. The answer is (B).
"A high-mass star collapsing forms a black hole, which is considered to be a sphere. What is the date 10 days after the formation of the black hole in MM/DD/YYYY?Options:(A) 01/01/2030(B) 01/01/1990(C) 01/11/2030(D) 01/11/1990(E) 01/21/2030(F) 01/21/1990","If a high-mass star collapsing forms a black hole, and the black hole is formed on a certain date, then 10 days after the formation of the black hole would be 01/11/1990. The answer is (D)."
Today is the first day of spring in 2020. What is the date 15 days before the first day of spring in 2020?Options:(A) 02/15/2020(B) 03/01/2020(C) 02/14/2020(D) 02/16/2020(E) 02/29/2020(F) 02/28/2020,"If today is the first day of spring in 2020, then the date would be March 20, 2020. 15 days before the first day of spring in 2020 would be March 5, 2020, which is 03/05/2020. The answer is (D)."
"Rahul can complete a work in 5 days, and Meena can complete the same work in 10 days. If they work together, how many days will it take them to complete the work? Options: (A) 3/10 days (B) 10/3 days (C) 1/3 days (D) 5 days (E) 6/3 days","If Rahul can complete the work in 5 days and Meena can complete the work in 10 days, then the combined rate at which they can complete the work is the sum of their individual rates. Rahul's rate is 1/5 and Meena's rate is 1/10, so their combined rate is 1/5 + 1/10 = 3/10. The inverse of 3/10 is 10/3 days, so the answer is (B) 10/3 days."
A new species of bacteria was discovered on Mars. It was found that the bacteria can survive in extreme temperatures ranging from -100°C to 200°C. What is the temperature range in Fahrenheit?Options:(A) -148°F to 392°F(B) -100°F to 392°F(C) -148°F to 212°F(D) -100°F to 212°F(E) -148°F to 302°F(F) -100°F to 302°F,"To convert the temperature range from Celsius to Fahrenheit, we use the formula:
°F = (°C × 9/5) + 32
The temperature range in Celsius is -100°C to 200°C.
Plugging these values into the formula:
-100°C to 200°C
= (-100°C × 9/5) + 32 to (200°C × 9/5) + 32
= -148°F to 392°F
Therefore, the answer is (A) -148°F to 392°F."
"Suppose a person eats less food, how will it affect the amount of glucagon in the liver? Options: (A) More (B) Less (C) No effect","If a person eats less food, their blood sugar levels will drop. This will cause the cells in the pancreas to release more glucagon. The liver will then convert this glucagon into glucose and release it into the bloodstream to restore the blood sugar levels. Therefore, the amount of glucagon in the liver will be less. The correct answer is (B) Less."
Koza została skutecznie pokryta w dniu 15 października. Jaki będzie planowany termin porodu?Options:(A) 15 stycznia.(B) 15 marca.(C) 15 lipca.(D) 15 lutego.,"If the goat was successfully bred on October 15, then the expected due date would be 15 March. The answer is (B)."
"The Moon's phases repeat in a cycle of about 29.5 days. If the student observed that the Moon could not be seen in the clear night sky on February 21, the next time the Moon will not be visible in the clear night sky will be March 21. The options are: (A) February 28, (B) March 7, (C) March 14, (D) March 21.",The answer is (D) March 21.
Suppose plants live a longer life. How will this affect the number of plants that die? Options: (A) More plants will die (B) Fewer plants will die (C) No effect on the number of plants that die,"If plants live a longer life, then fewer plants will die over a given time period. This is because with a longer lifespan, each individual plant will have a lower chance of dying within that period. Therefore, the correct answer is (B) Fewer plants will die."
"The date is January 1, 1958. What is the date 10 days from now in MM/DD/YYYY?Options:(A) 01/11/1958(B) 01/15/1958(C) 01/20/1958(D) 01/21/1958(E) 01/22/1958(F) 01/23/1958","If the date is January 1, 1958, then 10 days from now is January 11, 1958. The answer is (A)."
"On a clear summer night, the three bright stars of the Summer Triangle can be seen lighting up the night sky. What is the date 7 days after the Summer Solstice in MM/DD/YYYY?Options:(A) 06/28/2023(B) 07/01/2023(C) 07/05/2023(D) 07/09/2023(E) 07/12/2023(F) 07/15/2023","The Summer Solstice is the longest day of the year, usually occurring around June 21st. The Summer Triangle, made up of the three bright stars Vega, Deneb, and Altair, is most prominent in the summer sky. If the question states that the Summer Triangle is lighting up the night sky, then the date is likely sometime in the summer, after the Summer Solstice. 7 days after the Summer Solstice would be July 5th, 2023. The answer is (C) 07/05/2023."
A can do a piece of work in 15 days. A does the work for 5 days only and leaves the job. B does the remaining work in 3 days. In how many days can B alone do the work?Options:(A) 5 days(B) 7 days(C) 12 days(D) 4.5 days(E) 10 days,"If A can do the work in 15 days and A works for 5 days, then A has completed 5/15 = 1/3 of the work. The remaining 2/3 of the work is done by B in 3 days. To find how many days B alone can do the work, we can use the formula: (2/3) * x = 3, where x is the number of days. Solving for x, we get x = 4.5 days. Therefore, the answer is (D) 4.5 days."
A hurricane is approaching the coast. What is the date 5 days after the hurricane hits on 09/15/2021?Options:(A) 09/20/2021(B) 09/25/2021(C) 09/30/2021(D) 10/01/2021(E) 10/05/2021,"If the hurricane hits on 09/15/2021, then 5 days after the hurricane hits is 09/20/2021. The answer is (A)."
"The Aquatic Animals Rescue Organization is hosting an event on March 19, 2022. What is the date 7 days before the event in MM/DD/YYYY?Options:(A) 03/12/2022(B) 03/05/2022(C) 03/09/2022(D) 03/14/2022(E) 03/02/2022(F) 03/07/2022","If the event is on March 19, 2022, then 7 days before the event is March 12, 2022, which is 03/12/2022. The answer is (A)."
"The temperature in New York City on January 1, 2021 was 40 degrees Fahrenheit. What was the temperature in degrees Celsius?Options:(A) 4.4°C(B) 10.0°C(C) 22.2°C(D) -4.4°C(E) 0°C(F) 15.6°C","To convert 40°F to °C, we can use the formula: °C = (°F - 32) x 5/9
Plugging in the values, we get:
°C = (40 - 32) x 5/9 = 4.44°C
The answer is (A) 4.4°C."
The wavelength of a laser is 650 nanometers. What is the frequency of this laser in Hertz?Options:(A) 4.62 x 10^14 Hz(B) 3.00 x 10^8 Hz(C) 4.62 x 10^8 Hz(D) 4.62 x 10^12 Hz(E) 3.00 x 10^14 Hz,"The frequency of a laser is given by the formula: f = c/λ, where c is the speed of light (3 x 10^8 m/s) and λ is the wavelength of the laser. Given that the wavelength is 650 nm, we can calculate the frequency as: f = (3 x 10^8 m/s) / (650 x 10^-9 m) = 4.62 x 10^14 Hz. The answer is (A)."
Today is a sunny day in 1950. What is the date 7 days from today in MM/DD/YYYY?Options:(A) 01/18/1950(B) 01/16/1950(C) 01/14/1950(D) 01/13/1950(E) 01/15/1950(F) 01/17/1950,"If today is a sunny day in 1950, then today's date is January 10, 1950. The date 7 days from today is January 17, 1950, that is 01/17/1950. The answer is (F)."
"The sun is at its highest point in the sky on June 21, 1995. What is the date 30 days before this date in MM/DD/YYYY?Options:(A) 05/22/1995(B) 05/22/1996(C) 05/22/1997(D) 05/22/1998(E) 05/22/1999(F) 05/22/2000","If the sun is at its highest point in the sky on June 21, 1995, then that date is the summer solstice, or the first day of summer. 30 days before that date is May 22, 1995. The answer is (A)."
"The air moves into the lungs. If more air moves into the lungs, how will it affect the amount of oxygen being brought to the body?Options:(A) more(B) less(C) no effect","If more air moves into the lungs, it will result in more oxygen being brought to the body. Therefore, the correct answer is (A) more."
"The Sahara Desert is the largest hot desert in the world, covering an area of 3.6 million square miles. What is the date 30 days from today in MM/DD/YYYY?Options:(A) 04/15/2023(B) 03/01/2023(C) 02/28/2023(D) 03/15/2023(E) 03/30/2023(F) 03/31/2023","If today is in the Sahara Desert, which is the largest hot desert in the world, then the date 30 days from today would be March 30, 2023. The answer is (E)."
"The population of a small town is 10,000. The town has a birth rate of 2% and a death rate of 1% per year. What is the population of the town 5 years from now?Options:(A) 10,300(B) 10,400(C) 10,500(D) 10,600(E) 10,700","Given:
- The current population of the town is 10,000.
- The birth rate is 2% per year.
- The death rate is 1% per year.

To calculate the population 5 years from now, we need to find the net population growth rate per year and then multiply it by 5 years.

Net population growth rate per year = Birth rate - Death rate
                                = 2% - 1%
                                = 1%

Population after 5 years = Current population × (1 + Net growth rate)^5 years
                        = 10,000 × (1 + 0.01)^5
                        = 10,500

Therefore, the population of the town 5 years from now is 10,500. The answer is (C)."
"A major earthquake has just occurred, causing significant damage. Scientists predict that more seismic waves are likely to occur in the next few days. How will this affect the strength of any smaller earthquakes that may happen during this time?Options:(A) More seismic waves will lead to stronger smaller earthquakes(B) More seismic waves will lead to weaker smaller earthquakes(C) More seismic waves will have no effect on smaller earthquakes","If more seismic waves occur after a major earthquake, the energy released will be absorbed by the surrounding crust, making it harder for smaller fault lines to build up enough energy to cause stronger earthquakes. Therefore, more seismic waves will lead to weaker smaller earthquakes. The answer is (B)."
"According to the provided information, fog is common before thunderstorms. What is the date one year after the last thunderstorm in the area?Options:(A) 06/15/2020(B) 08/22/2021(C) 11/09/2019(D) 05/03/2022(E) 09/14/2018","Based on the information provided, fog is common before thunderstorms. If the last thunderstorm occurred in the area, then one year after that would be the date of the next expected thunderstorm. Given the information, the date one year after the last thunderstorm in the area is 09/14/2018. The answer is (E)."
"""The steam engine has a leak. How will this affect the power produced by the steam engine?Options:(A) More power(B) Less power(C) No effect""","""If the steam engine has a leak, it will lead to a loss of steam pressure, which will result in less power produced by the steam engine. The correct answer is (B) Less power."""
"According to the information provided, mitosis often causes growth. What is the date 10 days after Jane and John's 5-year anniversary?Options:(A) 01/13/1963(B) 01/17/1963(C) 01/22/1963(D) 01/23/1963(E) 01/28/1963(F) 01/03/1964","If Jane and John's 5-year anniversary is on January 2, 1963, then 10 days after their anniversary is January 12, 1963, which is 01/12/1963. The answer is (A)."
Fertilization of gametes produces something that becomes what? Options: (A) Flowers (B) Embryo (C) Oxygen (D) seeds (E) Slate (F) food (G) fertile (H) Amoeba,"Fertilization of gametes produces a diploid zygote, which then undergoes cell division to become an embryo. The answer is (B) Embryo."
"Nematoda, also known as roundworms, have complete digestive tracks. What type of digestive track do nematoda have?Options:(A) homogenous(B) complete(C) heat or cold(D) ligt(E) food(F) grow(G) organ(H) allow growth","If nematoda, also known as roundworms, have complete digestive tracks, then the answer to the question 'What type of digestive track do nematoda have?' is (B) complete. The key fact is 'Roundworm Roundworms have complete digestive tracks.'"
"Today is the 5th anniversary of Jane and John's wedding, which was on January 2, 1958. What is the date tomorrow in MM/DD/YYYY?Options:(A) 01/11/1961(B) 01/03/1963(C) 01/18/1961(D) 10/14/1960(E) 01/03/1982(F) 12/03/1960","If Jane and John married on January 2, 1958, and today is their 5-year anniversary, then today's date is January 2, 1963. The date tomorrow is January 3, 1963, that is 01/03/1963. The answer is (B)."
"According to the provided information, female monotremes like the platypus lack a uterus and vagina. What other female animal is known to lack these reproductive organs?Options:(A) penis(B) acetic acid(C) dogs(D) platypus(E) ligt(F) graptolites(G) alpacas(H) humans","The information provided indicates that female monotremes, such as the platypus, lack a uterus and vagina. Based on this, the correct answer is (D) platypus, as the question asks what other female animal is known to lack these reproductive organs."
"According to the given information, cocaine causes blood vessels to contract. What is the date 10 days before the day when cocaine was discovered?Options:(A) 10/02/1900(B) 09/22/1900(C) 10/12/1900(D) 10/22/1900(E) 11/12/1900(F) 09/12/1900","If cocaine was discovered, then the date 10 days before that would be the date when cocaine was first discovered minus 10 days. Given the information that cocaine causes blood vessels to contract, we can infer that cocaine was likely discovered around the late 19th or early 20th century. Therefore, the date 10 days before the day when cocaine was discovered is September 22, 1900, which is option (B)."
"According to the provided information, fossil fuels cause global warming, which in turn causes ice storms. What is the date 10 days before the day when global warming caused an ice storm?Options:(A) 12/14/2026(B) 12/14/1950(C) 12/14/2007(D) 12/14/1937(E) 07/14/1938(F) 12/14/1988","If global warming caused an ice storm, and fossil fuels are the cause of global warming, then the ice storm must have occurred on a day in 1937 or around that time. Since the question asks for the date 10 days before the ice storm, the answer is (D) 12/14/1937."
"Jane and John married on June 1, 1958. It is their 10-year anniversary today. What is the date tomorrow in MM/DD/YYYY?Options:(A) 06/02/1968(B) 06/15/1968(C) 06/01/1968(D) 06/10/1968(E) 06/11/1968(F) 06/12/1968","If Jane and John married on June 1, 1958, and it is their 10-year anniversary today, then today's date is June 1, 1968. The date tomorrow is June 2, 1968, that is 06/02/1968. The answer is (A)."
The average global temperature has increased by about 1°C (1.8°F) since the late 19th century. What is the main cause of this increase in global temperature?Options:(A) Solar flares(B) Burning fossil fuels(C) Gas expanding(D) Dehydration(E) Warm air moving into cold air(F) Radio waves(G) Greenhouse gases(H) Greenhouse gasses,"The main cause of the increase in global temperature is the burning of fossil fuels, which releases greenhouse gases like carbon dioxide into the atmosphere. These greenhouse gases trap heat and cause the temperature of the lower atmosphere to rise. The correct answer is (B) burning fossil fuels."
"According to the provided information, fossils are formed when layers of sediment carried by streams cover the remains of organisms over time. What is the date 10 days before Christmas Eve 1937?Options:(A) 12/14/2026(B) 12/14/1950(C) 12/14/2007(D) 12/14/1937(E) 07/14/1938(F) 12/14/1988","If today is Christmas Eve of 1937, then today's date is December 24, 1937. 10 days before today is December 14, 1937, that is 12/14/1937. The answer is (D)."
Blastoids have a unique water vascular system with tube feet. What is the date 5 years after their 10-year anniversary?Options:(A) 01/01/2023(B) 01/01/2033(C) 01/01/2013(D) 01/01/2043(E) 01/01/2003(F) 01/01/2053,"If blastoids have a 10-year anniversary, then their 10-year anniversary date is January 1, 2023. The date 5 years after their 10-year anniversary is January 1, 2028, which is (A) 01/01/2023."
Today is the first day of summer in 2022. What is the date 90 days before today in MM/DD/YYYY?Options:(A) 03/03/2022(B) 03/01/2022(C) 03/06/2022(D) 06/21/2021(E) 03/31/2021(F) 03/22/2022,"If today is the first day of summer in 2022, then today's date is June 21, 2022. 90 days before today is March 22, 2022, that is 03/22/2022. The answer is (F)."
"""The temperature in the room is 75°F. If the temperature drops by 10°F, what will the new temperature be in °F?Options:(A) 65°F(B) 85°F(C) 95°F(D) 105°F""","""If the temperature in the room is 75°F and it drops by 10°F, the new temperature will be 65°F. The answer is (A)."""
Two dogs are fighting over a bone. What may cause these dogs to fight towards members of their own species?Options:(A) Males and females(B) food and shelter(C) energy of moving objects(D) fashion(E) jealousy(F) vanity(G) parasites(H) threatened,"The dogs are fighting over food and shelter, which may cause animals to fight towards members of their own species. The answer is (B)."
"Coral reefs are the foundation of atolls, which are ring-shaped coral reefs that surround a lagoon. What is the date 10 days before the 50th anniversary of the first successful ascent of Mount Everest?Options:(A) 05/29/1973(B) 05/29/1963(C) 05/29/1983(D) 05/29/1953(E) 05/29/1993(F) 05/29/2003","The first successful ascent of Mount Everest was on May 29, 1953. The 50th anniversary of this event would be on May 29, 2003. 10 days before the 50th anniversary would be May 19, 2003. Therefore, the answer is (E) 05/29/1993."
"According to the provided information, effective insulation has a positive impact on an animal's survival. If today is the 5-year anniversary of Jane and John's marriage, which took place on January 2, 1958, what is the date tomorrow in MM/DD/YYYY?Options:(A) 01/11/1961(B) 01/03/1963(C) 01/18/1961(D) 10/14/1960(E) 01/03/1982(F) 12/03/1960","If Jane and John married on Jan 2, 1958, and it is their 5-year anniversary today, then today's date is Jan 2, 1963. The date tomorrow is Jan 3, 1963, that is 01/03/1963. The answer is (B)."
"Today is July 4, 1976. What is the date 15 days before today in MM/DD/YYYY?Options:(A) 06/18/1976(B) 06/19/1976(C) 06/20/1976(D) 06/21/1976(E) 06/22/1976(F) 06/23/1976","If today is July 4, 1976, then 15 days before today is June 19, 1976. The answer is (B)."
"According to the information provided, hepatitis B virus can cause liver cancer. If a person has hepatitis B, what is the date 30 days after the diagnosis in MM/DD/YYYY?Options:(A) 03/15/2023(B) 02/12/2023(C) 03/01/2023(D) 02/25/2023(E) 02/28/2023","If a person is diagnosed with hepatitis B, the date 30 days after the diagnosis would be February 25, 2023. Therefore, the answer is (D)."
"Today is the 10th anniversary of John and Jane's marriage. If they got married on January 2, 1958, what is the date today in MM/DD/YYYY?Options:(A) 01/02/1968(B) 01/02/1978(C) 01/02/1988(D) 01/02/1998(E) 01/02/2008(F) 01/02/2018","If John and Jane got married on January 2, 1958, and today is their 10th anniversary, then the date today is January 2, 1968, which is (A) 01/02/1968."
"According to the given information, what is the date 10 days before the 5-year anniversary of Jane and John's marriage?Options:(A) 12/22/1962(B) 12/22/1957(C) 12/22/1952(D) 12/22/1958(E) 12/22/1960(F) 12/22/1963","If Jane and John married on Jan 2, 1958, and it is their 5-year anniversary today, then today's date is Jan 2, 1963. 10 days before this date would be Dec 22, 1962, which is the answer (A)."
"Roundworms, also known as nematodes, are an important group of organisms that contribute to the health and fertility of soils. According to the provided information, nematodes and rotifera are important groups that contribute to soils. Given this, where are roundworms useful in an ecosystem?Options:(A) killing animals(B) soils(C) fields(D) bacteria(E) eating plants(F) wetland(G) food(H) alveoli","Roundworms are useful in an ecosystem primarily in soils. The provided information states that nematodes (roundworms) and rotifera are important groups contributing to soils. Therefore, the correct answer is (B) soils."
A large forest fire has destroyed the habitat of many bears. Which animal is most likely to move to another area if their habitat can no longer support them?Options:(A) pigeons(B) bears(C) trees(D) soil(E) squids(F) humans(G) clouds(H) Mammal,"If a habitat can no longer support bears, they will move to another area. The answer is (B) bears."
"The ocean floor is being pulled apart by tectonic plates, allowing hot water to escape from the Earth's interior. What is the date 30 days before the ocean floor began to form new crust in this area?Options:(A) 11/12/2019(B) 12/01/1990(C) 10/23/1970(D) 06/14/1980(E) 05/14/1950(F) 07/14/1960","If the ocean floor is being pulled apart by tectonic plates, allowing hot water to escape, then this process of new crust formation is an ongoing geological event. Without a specific date provided, we cannot determine the date 30 days before the ocean floor began to form new crust in this area. The answer is not clear from the given information. The correct answer is unknown."
"Today is the 5th anniversary of Jane and John's marriage. If they married on January 2, 1958, what is the date today in MM/DD/YYYY?Options:(A) 01/02/1963(B) 01/03/1963(C) 01/04/1963(D) 01/05/1963(E) 01/06/1963(F) 01/07/1963","If Jane and John married on January 2, 1958, and it is their 5-year anniversary today, then today's date is January 2, 1963. The answer is (A)."
A glass of water is placed on a table. The image of a pencil placed partially in the water appears bent. What is the reason for this phenomenon?Options:(A) Refraction(B) Reflection(C) Diffraction(D) Dispersion(E) Polarization,"The reason for the pencil appearing bent when partially immersed in water is refraction. When light travels from one medium (air) to another medium (water) with a different refractive index, it bends or refracts, causing the image of the pencil to appear bent. The answer is (A) Refraction."
Today is the first day of Spring in 2023. What is the date 30 days ago in MM/DD/YYYY?Options:(A) 02/01/2023(B) 02/28/2022(C) 02/15/2023(D) 02/01/2022(E) 03/02/2022(F) 02/28/2023,"If today is the first day of Spring in 2023, then today's date is March 20, 2023. 30 days ago from March 20, 2023 is February 18, 2023, that is 02/18/2023. The answer is (D)."
Ethanol is produced by alcoholic fermentation of the glucose in corn or other plants. Fermentation is the chemical change of sugar to alcohol. What does sugar turn into to create ethanol?Options:(A) Joules(B) Alcohol(C) Pie(D) Cotton Candy(E) emissions(F) Energy(G) heat(H) Chocolate,"If ethanol is produced by the fermentation of sugar, then the sugar turns into alcohol to create ethanol. The answer is (B) Alcohol."
A heavy storm has caused a nearby river to overflow its banks. What is the most likely consequence of this event?Options:(A) The water will evaporate(B) Cloudy and rainy weather(C) A new river will be created(D) Deadly and devastating,"If a body of water receives more water than it can hold, a flood can occur. Floods are deadly and devastating, causing massive damage to homes and infrastructure. Therefore, the most likely consequence of the river overflowing its banks is (D) Deadly and devastating."
All thresher sharks have tail fins nearly as long as the rest of the body. What is the date 10 days after today in MM/DD/YYYY?Options:(A) 04/01/2023(B) 04/01/2024(C) 03/21/2023(D) 04/11/2023(E) 04/10/2023(F) 04/01/2025,"If all thresher sharks have tail fins nearly as long as the rest of the body, then the information provided is about a fact related to thresher sharks. The question is asking for the date 10 days after today, which is not directly related to the provided information. However, we can assume that today's date is not specified, so the answer could be any of the options provided. The correct answer is (D) 04/11/2023, as it is 10 days after the current date."
There are 5 planets in our solar system. The third planet from the sun is Earth. What is the date 10 days before Earth's birthday in MM/DD/YYYY?Options:(A) 03/15/2022(B) 04/30/2021(C) 09/15/2020(D) 03/25/2022(E) 04/05/2021(F) 03/15/2021,"If the third planet from the sun is Earth, then Earth's birthday is March 25th. 10 days before Earth's birthday is March 15th, 2022. The answer is (F) 03/15/2021."
The gene for the human protein hemoglobin contains information that tells the body how to make this important oxygen-carrying molecule. What is the date 30 days before the discovery of this gene in 1985?Options:(A) 06/30/1984(B) 07/02/1984(C) 05/21/1984(D) 11/01/1984(E) 12/15/1984(F) 06/01/1984,"The gene for human hemoglobin was discovered in 1985. 30 days before this discovery would be November 1, 1984. Therefore, the correct answer is (D) 11/01/1984."
"The chemical element sodium (Na) has an atomic number of 11, meaning it has 11 protons in its nucleus. If a sodium atom loses one of its 11 electrons, what will the resulting ion have?Options:(A) It becomes dormant(B) negative charge(C) kinetic energy(D) energy barrier(E) heat energy(F) Electrical energy(G) hydrogen and oxygen(H) activation energy","If a sodium atom loses one of its 11 electrons, the resulting ion will have a negative charge. This is because the atom will have 11 protons but only 10 electrons, giving it a net negative charge. The correct answer is (B) negative charge."
John and Mary had their first child on 09/15/1978. The child is now 25 years old. What is the current year?Options:(A) 2003(B) 2004(C) 2005(D) 2006(E) 2007,"If John and Mary's child was born on 09/15/1978 and is now 25 years old, then the current year must be 2003. The answer is (A)."
Limestone caves are formed by depositions. What is the date 7 days after the formation of the limestone caves?Options:(A) 09/04/2018(B) 01/03/1963(C) 01/10/1963(D) 10/14/1960(E) 01/03/1982(F) 12/03/1960,"If limestone caves are formed by depositions, and we don't have a specific date for when the caves were formed, we can assume that the formation of the limestone caves happened recently. Therefore, the date 7 days after the formation of the limestone caves would be 01/10/1963. The answer is (C)."
"The ocean's thermal energy can be used to produce electricity. If the ocean's temperature difference between the surface and deep water is at least 20°C, a heat engine can be used to convert the thermal energy into electricity. What is the temperature difference in degrees Celsius (°C) between the ocean surface and deep water needed to produce electricity?Options:(A) 5°C(B) 10°C(C) 15°C(D) 20°C(E) 25°C(F) 30°C","According to the information provided, the ocean's thermal energy can be used to produce electricity if the temperature difference between the surface and deep water is at least 20°C. Therefore, the correct answer is (D) 20°C."
